address,categories/0,categories/1,categoryName,city,countryCode,language,likesCount,location/lat,location/lng,name,neighborhood,originalLanguage,permanentlyClosed,placeId,postalCode,price,publishAt,publishedAtDate,rating,responseFromOwnerDate,responseFromOwnerText,reviewContext/Meal type,reviewContext/Noise level,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Recommendation for vegetarians,reviewContext/Service,reviewContext/Wait time,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewOrigin,reviewsCount,scrapedAt,searchString,stars,state,street,temporarilyClosed,text,textTranslated,title,totalScore,translatedLanguage,visitedIn,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,reviewContext/Reservation,categories/9
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Vitor Lopes,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-14T13:24:54.768Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"6-7, The High Parade, Streatham High Rd",FALSE,Good place to enjoy,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Kate A R,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-13T20:15:37.236Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"6-7, The High Parade, Streatham High Rd",FALSE,Fantastic staff,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Rodrigo Statuti,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-13T16:03:39.710Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Dene Gordon,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-12T22:38:17.819Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,"6-7, The High Parade, Streatham High Rd",FALSE,Very nice chicken,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Brookie Grimes,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-12T10:13:53.325Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,"6-7, The High Parade, Streatham High Rd",FALSE,"Lovely nandos, food is tasty service is good. Recently they made a mistake with my order and they amended it straight away. Definitely a great nandos",,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Joshua Nunns,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-11T08:55:52.263Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",1,,"6-7, The High Parade, Streatham High Rd",FALSE,Chips weren't cooked through and service poor,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Alex,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-10T13:27:11.893Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",1,,"6-7, The High Parade, Streatham High Rd",FALSE,"I ordered my food online at 13:43 for the earliest available collection at 14:05. I arrived at the restaurant promptly at 14:05, but my food was not ready. I've been told another 5 mins... After 15 mins of waiting, at 14:20 I went to ask what is going on, as I'm only limited to my lunch break and can not wait any longer. Staff member went to check again and just handed me my order. No apology! They were not even that busy. I will think twice about returning. Complete lack of customer service.",,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,John Thompson,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-09T09:04:19.264Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,"6-7, The High Parade, Streatham High Rd",FALSE,Gòođ plàce to go chicken,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,luca,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-08T16:48:17.570Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",2,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,P M,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-06T14:36:21.038Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",1,,"6-7, The High Parade, Streatham High Rd",FALSE,The worst Nando’s ever! Both time I’ve made a telephone order and when I got there they didn’t even put my order through!,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,peterray syrus,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-05T17:38:56.881Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Kerri Newton,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-04T12:55:43.512Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Kamal Aakarsh Vishnubhotla,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-04T10:43:50.093Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"6-7, The High Parade, Streatham High Rd",FALSE,Great food,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,carlos Velilla,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-03T18:40:37.496Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,James Kibwota,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-01T12:55:45.887Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"6-7, The High Parade, Streatham High Rd",FALSE,"It was worth the wait.  Enjoyed the meal, I had boycotted Nando's for number of years.  But I must admit staff were very friendly and helpful.  Many thanks",,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Bourne To Motorhome,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,5 years ago,2019-05-01T05:39:26.221Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"6-7, The High Parade, Streatham High Rd",FALSE,Quick,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Dave Mena,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,6 years ago,2019-04-30T06:59:27.214Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",3,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Joseph Akpewrene,,en,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,6 years ago,2019-04-28T20:14:20.763Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",1,,"6-7, The High Parade, Streatham High Rd",FALSE,"I would have given a rating of minus 100 if this was possible. Absolutely disgusting food and service. I waited 45 mins for my take away order and when I got home to eat it I realised that the wings, and chicken were not even cooked right. The chips were not the usual crispy ones I am used to either. This Streatham branch has got to be the worse I have ever come across. The lady first told me 20mins then when I came back in 20 mins she said that the wings were'nt ready yet which I thought fair enough. Then I came back after 10 mins and they still were not ready! What a joke I began to think. I then came back in another 10 mins and they were just putting the wings on the stove! Atrocious service. I would stay well clear of this puppy show of a restaurant if I was you! Peace.",,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Jolie Petets,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,6 years ago,2019-04-24T22:04:12.008Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Dominic Davis,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,6 years ago,2019-04-24T13:58:04.290Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",3,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Bruno De Ceita Pedro,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,6 years ago,2019-04-21T06:35:05.874Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Darek M,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,6 years ago,2019-04-17T08:16:40.954Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,T A123,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,6 years ago,2019-04-17T06:02:44.214Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Manda Glanfield,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,6 years ago,2019-04-15T07:58:12.756Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",3,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,Yolanda Saraiva,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,6 years ago,2019-04-15T02:14:50.452Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",4,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
"6-7, The High Parade, Streatham High Rd, London SW16 1EX, United Kingdom",Restaurant,Chicken restaurant,Restaurant,London,GB,en,0,51.435021,-0.127946,EyeZac,,,FALSE,ChIJmSLaB5AGdkgR43AI-7XFSa4,SW16 1EX,£10–20,6 years ago,2019-04-14T09:24:06.179Z,,,,,,,,,,,,,,Google,1433,2025-04-30T16:42:16.639Z,"Direct Detail URL: https://www.google.co.uk/maps/place/Nando's+Streatham/@51.4361619,-0.1302688,411m/data=!3m2!1e3!5s0x4876042631b1fcc5:0x1c4db947e6bc358a!4m6!3m5!1s0x4876069007da2299:0xae49c5b5fb0870e3!8m2!3d51.435021!4d-0.127946!16s%2Fg%2F1hm2ry5k0?entry=ttu&g_ep=EgoyMDI1MDQyNy4xIKXMDSoASAFQAw%3D%3D",5,,"6-7, The High Parade, Streatham High Rd",FALSE,,,Nando's Streatham,4.1,,,Delivery service,Delivery Restaurant,Portuguese restaurant,South African restaurant,,,,,
